type_hotel,location,rating,reviewer,distance,type_bed,area,price
858,hotel,"
28 Me Tri Ha, Nam Tu Liem, Hà Nội, Việt Nam
","8,0", · 39 đánh giá,"
7,6 km
","
1 giường đôi lớn

",28 m²,"
VND 1.102.500
"
859,hotel,"
28 Me Tri Ha, Nam Tu Liem, Hà Nội, Việt Nam
","8,0", · 39 đánh giá,"
7,6 km
","
2 giường đơn

",28 m²,"
VND 1.102.500
"
860,hotel,"
No. 35, Lane 2, Trung Kinh street, Trung Hoa ward, Cau Giay district, Hanoi, Cau Giay, Hà Nội, Việt Nam
","7,9", · 50 đánh giá,0,,Căn hộ nguyên căn,"
                VND 552.377
            "
861,hotel,"
No. 35, Lane 2, Trung Kinh street, Trung Hoa ward, Cau Giay district, Hanoi, Cau Giay, Hà Nội, Việt Nam
","7,9", · 50 đánh giá,0,,0,"
VND 637.000
"
862,hotel,"
46 Hang Hom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 109 đánh giá,"
2,5 km
","
1 giường đôi

",25 m²,"
VND 475.200
"
863,hotel,"
46 Hang Hom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 109 đánh giá,"
2,5 km
","
1 giường đôi

",30 m²,"
VND 518.400
"
864,hotel,"
46 Hang Hom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 109 đánh giá,"
2,5 km
","
2 giường đơn

",40 m²,"
VND 864.000
"
865,hotel,"
46 Hang Hom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,8", · 109 đánh giá,"
2,5 km
","
1 giường đôi

",50 m²,"
VND 950.400
"
866,hotel,"
No 05, alley 34/68, Hoang Cau street, Dong Da district, Hanoi city, Vietnam, Quận Đống Đa, Hà Nội, Việt Nam
","7,9", · 147 đánh giá,"
3,4 km
","
1 giường đôi lớn

",22 m²,"
VND 598.185
"
867,hotel,"
No 05, alley 34/68, Hoang Cau street, Dong Da district, Hanoi city, Vietnam, Quận Đống Đa, Hà Nội, Việt Nam
","7,9", · 147 đánh giá,"
3,4 km
","
1 giường đôi lớn

",28 m²,"
VND 659.340
"
868,hotel,"
No 05, alley 34/68, Hoang Cau street, Dong Da district, Hanoi city, Vietnam, Quận Đống Đa, Hà Nội, Việt Nam
","7,9", · 147 đánh giá,"
3,4 km
","
1 giường đôi

",25 m²,"
VND 676.755
"
869,hotel,"
72 – 74 Hang Buom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 296 đánh giá,"
4,6 km
","
2 giường đơn

",28 m²,"
                VND 955.393
            "
870,hotel,"
72 – 74 Hang Buom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 296 đánh giá,"
4,6 km
","
1 giường đôi lớn

",35 m²,"
VND 1.096.648
"
871,hotel,"
72 – 74 Hang Buom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 296 đánh giá,"
4,6 km
","
1 giường đôi lớn

",40 m²,"
VND 1.154.366
"
872,hotel,"
72 – 74 Hang Buom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 296 đánh giá,"
4,6 km
","
2 giường đơn

",40 m²,"
VND 1.233.729
"
873,hotel,"
72 – 74 Hang Buom Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 296 đánh giá,"
4,6 km
",,0,"
VND 1.298.662
"
874,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
1 giường đôi cực lớn

",23 m²,"
VND 1.531.800
"
875,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
1 giường đôi cực lớn

",25 m²,"
VND 2.070.000
"
876,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
2 giường đơn

",23 m²,"
VND 3.420.000
"
877,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.864.800
"
878,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
1 giường đôi cực lớn

",32 m²,"
VND 2.520.000
"
879,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
2 giường đơn

",32 m²,"
VND 3.870.000
"
880,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
1 giường đôi cực lớn

",50 m²,"
VND 2.700.000
"
881,hotel,"
27 Hang Bong Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 183 đánh giá,"
2,5 km
","
2 giường đơn

",50 m²,"
VND 4.050.000
"
882,hotel,"
120, Trung Kinh Street, Yen Hoa Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,1", · 24 đánh giá,"
6,2 km
","
1 giường đôi lớn

",20 m²,"
                VND 835.766
            "
883,hotel,"
120, Trung Kinh Street, Yen Hoa Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,1", · 24 đánh giá,"
6,2 km
","
1 giường đôi cực lớn

",25 m²,"
VND 863.319
"
884,hotel,"
120, Trung Kinh Street, Yen Hoa Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,1", · 24 đánh giá,"
6,2 km
","
2 giường đơn

",35 m²,"
VND 1.099.071
"
885,hotel,"
120, Trung Kinh Street, Yen Hoa Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,1", · 24 đánh giá,"
6,2 km
","
1 giường đôi lớn

",0,"
VND 1.256.240
"
886,hotel,"
118/20 Nguyễn Khánh Toàn, Cau Giay, Hà Nội, Việt Nam
","8,7", · 142 đánh giá,"
5 km
","
1 giường đôi

",20 m²,"
                VND 1.230.184
            "
887,hotel,"
118/20 Nguyễn Khánh Toàn, Cau Giay, Hà Nội, Việt Nam
","8,7", · 142 đánh giá,"
5 km
","
2 giường đơn

",26 m²,"
VND 1.296.000
"
888,hotel,"
118/20 Nguyễn Khánh Toàn, Cau Giay, Hà Nội, Việt Nam
","8,7", · 142 đánh giá,"
5 km
","
1 giường đôi

",28 m²,"
VND 1.176.000
"
889,hotel,"
118/20 Nguyễn Khánh Toàn, Cau Giay, Hà Nội, Việt Nam
","8,7", · 142 đánh giá,"
5 km
","
1 giường đôi lớn

",34 m²,"
VND 1.536.000
"
890,hotel,"
118/20 Nguyễn Khánh Toàn, Cau Giay, Hà Nội, Việt Nam
","8,7", · 142 đánh giá,"
5 km
","
2 giường đơn

",42 m²,"
VND 1.392.000
"
891,hotel,"
118/20 Nguyễn Khánh Toàn, Cau Giay, Hà Nội, Việt Nam
","8,7", · 142 đánh giá,"
5 km
",,0,"
VND 1.776.000
"
892,hotel,"
30 Phố Võng Thị Phường Bưởi Quận Tây Hồ, Quận Tây Hồ, Hà Nội, Việt Nam
","9,8", · 89 đánh giá,"
5 km
",,35 m²,"
                VND 545.873
            "
893,hotel,"
30 Phố Võng Thị Phường Bưởi Quận Tây Hồ, Quận Tây Hồ, Hà Nội, Việt Nam
","9,8", · 89 đánh giá,"
5 km
",,36 m²,"
VND 749.250
"
894,hotel,"
30 Phố Võng Thị Phường Bưởi Quận Tây Hồ, Quận Tây Hồ, Hà Nội, Việt Nam
","9,8", · 89 đánh giá,"
5 km
",,38 m²,"
VND 824.250
"
895,hotel,"
30 Phố Võng Thị Phường Bưởi Quận Tây Hồ, Quận Tây Hồ, Hà Nội, Việt Nam
","9,8", · 89 đánh giá,"
5 km
",,50 m²,"
VND 899.250
"
896,hotel,"
30 Phố Võng Thị Phường Bưởi Quận Tây Hồ, Quận Tây Hồ, Hà Nội, Việt Nam
","9,8", · 89 đánh giá,"
5 km
",,75 m²,"
VND 1.199.250
"
897,hotel,"
30 Phố Võng Thị Phường Bưởi Quận Tây Hồ, Quận Tây Hồ, Hà Nội, Việt Nam
","9,8", · 89 đánh giá,"
5 km
",,0,"
VND 1.619.325
"
898,hotel,"
Keangnam Hanoi Landmark Tower, Plot E6, Cau Giay Urban Area , Me Tri Ward, Tu Liem District, Hà Nội, Việt Nam
","9,0", · 195 đánh giá,0,"
2 giường đơn

",46 m²,"
VND 4.173.120
"
899,hotel,"
Keangnam Hanoi Landmark Tower, Plot E6, Cau Giay Urban Area , Me Tri Ward, Tu Liem District, Hà Nội, Việt Nam
","9,0", · 195 đánh giá,0,"
1 giường đôi cực lớn

",56 m²,"
VND 4.839.345
"
900,hotel,"
Keangnam Hanoi Landmark Tower, Plot E6, Cau Giay Urban Area , Me Tri Ward, Tu Liem District, Hà Nội, Việt Nam
","9,0", · 195 đánh giá,0,"
1 giường đôi cực lớn

",46 m²,"
VND 4.955.580
"
901,hotel,"
Keangnam Hanoi Landmark Tower, Plot E6, Cau Giay Urban Area , Me Tri Ward, Tu Liem District, Hà Nội, Việt Nam
","9,0", · 195 đánh giá,0,"
2 giường đơn

",56 m²,"
VND 5.621.805
"
902,hotel,"
Keangnam Hanoi Landmark Tower, Plot E6, Cau Giay Urban Area , Me Tri Ward, Tu Liem District, Hà Nội, Việt Nam
","9,0", · 195 đánh giá,0,"
1 giường đôi cực lớn

",92 m²,"
VND 6.013.035
"
903,hotel,"
26 Hang Non, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","7,9", · 4 đánh giá,"
4,1 km
","
1 giường đôi lớn

",20 m²,"
VND 633.150
"
904,hotel,"
26 Hang Non, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","7,9", · 4 đánh giá,"
4,1 km
","
1 giường đôi lớn

",25 m²,"
VND 737.100
"
905,hotel,"
26 Hang Non, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","7,9", · 4 đánh giá,"
4,1 km
","
1 giường đơn

",30 m²,"
VND 765.450
"
906,hotel,"
111 Hoang Ngan, Quận Thanh Xuân, Hà Nội, Việt Nam
","7,3", · 28 đánh giá,"
5 km
","
1 giường đôi

",30 m²,"
VND 336.000
"
907,hotel,"
111 Hoang Ngan, Quận Thanh Xuân, Hà Nội, Việt Nam
","7,3", · 28 đánh giá,"
5 km
","
2 giường đơn

",30 m²,"
VND 348.000
"
908,hotel,"
111 Hoang Ngan, Quận Thanh Xuân, Hà Nội, Việt Nam
","7,3", · 28 đánh giá,"
5 km
","
3 giường đơn

",40 m²,"
VND 366.000
"
909,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 452.088
"
910,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
2 giường đôi

",25 m²,"
VND 799.848
"
911,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 999.810
"
912,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
2 giường đôi

",50 m²,"
VND 904.176
"
913,hotel,"
212a Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,0", · 940 đánh giá,"
1,8 km
","
1 giường đôi lớn

",50 m²,"
VND 1.130.220
"
914,hotel,"
9 Nha Tho, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 333 đánh giá,"
2,8 km
","
1 giường đôi lớn

",30 m²,"
VND 1.676.700
"
915,hotel,"
1 Ngõ 180 Đường Đình Thôn, Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội, Việt Nam
","8,1", · 8 đánh giá,"
8,3 km
","
1 giường đôi

",28 m²,"
VND 426.000
"
916,hotel,"
1 Ngõ 180 Đường Đình Thôn, Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội, Việt Nam
","8,1", · 8 đánh giá,"
8,3 km
","
2 giường đôi lớn

",32 m²,"
VND 522.000
"
917,hotel,"
1 Ngõ 180 Đường Đình Thôn, Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội, Việt Nam
","8,1", · 8 đánh giá,"
8,3 km
","
1 giường đơn

",37 m²,"
VND 612.000
"
918,hotel,"
66 Khuc Thua Du Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,2", · 20 đánh giá,"
6,3 km
","
1 giường đôi lớn

",20 m²,"
VND 652.500
"
919,hotel,"
66 Khuc Thua Du Street, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,2", · 20 đánh giá,"
6,3 km
","
1 giường đôi lớn

",30 m²,"
VND 810.375
"
920,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",36 m²,"
                        

    VND 1.832.041


					"
921,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
2 giường đơn

",36 m²,"
VND 2.857.680
"
922,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",36 m²,"
VND 3.869.775
"
923,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
1 giường đơn

",36 m²,"
VND 3.453.030
"
924,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",48 m²,"
VND 2.857.703
"
925,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",36 m²,"
VND 3.869.775
"
926,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
2 giường đơn

",36 m²,"
VND 3.453.030
"
927,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",48 m²,"
VND 3.286.332
"
928,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
",,75 m²,"
VND 4.405.590
"
929,hotel,"
84 Tran Nhan Tong Street, Quận Hai Bà Trưng, Hà Nội, Việt Nam
","8,4", · 137 đánh giá,"
2,4 km
",,0,"
VND 3.988.845
"
930,hotel,"
29 Trang Tien Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 198 đánh giá,"
2,9 km
","
1 giường đôi lớn

",32 m²,"
VND 2.423.200
"
931,hotel,"
29 Trang Tien Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 198 đánh giá,"
2,9 km
","
2 giường đơn

",32 m²,"
VND 2.726.100
"
932,hotel,"
29 Trang Tien Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 198 đánh giá,"
2,9 km
","
1 giường đôi lớn

",35 m²,"
VND 4.559.000
"
933,hotel,"
29 Trang Tien Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 198 đánh giá,"
2,9 km
",,46 m²,"
VND 3.809.000
"
934,hotel,"
46A Nguyen Truong To, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 130 đánh giá,"
2,3 km
","
1 giường đôi lớn

",21 m²,"
                        

    VND 1.345.170


					"
935,hotel,"
46A Nguyen Truong To, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 130 đánh giá,"
2,3 km
","
2 giường đơn

",28 m²,"
VND 1.828.582
"
936,hotel,"
46A Nguyen Truong To, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 130 đánh giá,"
2,3 km
","
1 giường đôi lớn

",35 m²,"
VND 2.133.330
"
937,hotel,"
46A Nguyen Truong To, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 130 đánh giá,"
2,3 km
","
1 giường đôi cực lớn

",50 m²,"
VND 2.057.096
"
938,hotel,"
46A Nguyen Truong To, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 130 đánh giá,"
2,3 km
","
2 giường đôi lớn

",60 m²,"
VND 2.361.938
"
939,hotel,"
46A Nguyen Truong To, Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 130 đánh giá,"
2,3 km
",,0,"
VND 2.361.938
"
940,hotel,"
1 Yet kieu street, Tran Hung Dao Ward, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,2", · 77 đánh giá,"
2,5 km
","
1 giường đôi lớn

",25 m²,"
                        

    VND 1.447.608


					"
941,hotel,"
1 Yet kieu street, Tran Hung Dao Ward, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,2", · 77 đánh giá,"
2,5 km
","
2 giường đơn

",25 m²,"
VND 1.600.000
"
942,hotel,"
1 Yet kieu street, Tran Hung Dao Ward, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,2", · 77 đánh giá,"
2,5 km
","
2 giường đơn

",30 m²,"
VND 1.600.000
"
943,hotel,"
1 Yet kieu street, Tran Hung Dao Ward, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,2", · 77 đánh giá,"
2,5 km
","
1 giường đôi cực lớn

",72 m²,"
VND 1.840.000
"
944,hotel,"
1 Yet kieu street, Tran Hung Dao Ward, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,2", · 77 đánh giá,"
2,5 km
","
1 giường đôi lớn

",30 m²,"
VND 2.400.000
"
945,hotel,"
1 Yet kieu street, Tran Hung Dao Ward, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,2", · 77 đánh giá,"
2,5 km
","
2 giường đơn

",0,"
VND 1.840.000
"
946,hotel,"
195-199 Hang Bong Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 86 đánh giá,"
1,8 km
","
2 giường đơn

",25 m²,"
VND 1.701.000
"
947,hotel,"
195-199 Hang Bong Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 86 đánh giá,"
1,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 2.205.000
"
948,hotel,"
195-199 Hang Bong Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 86 đánh giá,"
1,8 km
","
2 giường đơn

",25 m²,"
VND 2.430.000
"
949,hotel,"
195-199 Hang Bong Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 86 đánh giá,"
1,8 km
","
1 giường đôi cực lớn

",30 m²,"
VND 3.150.000
"
950,hotel,"
195-199 Hang Bong Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 86 đánh giá,"
1,8 km
","
1 giường đôi cực lớn

",40 m²,"
VND 1.953.000
"
956,hotel,"
30 - 34 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 196 đánh giá,"
2,4 km
","
1 giường đôi lớn

",20 m²,"
VND 1.133.028
"
957,hotel,"
30 - 34 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 196 đánh giá,"
2,4 km
","
2 giường đơn

",30 m²,"
VND 1.416.285
"
958,hotel,"
30 - 34 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 196 đánh giá,"
2,4 km
","
2 giường đơn

",30 m²,"
VND 1.274.656
"
959,hotel,"
30 - 34 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 196 đánh giá,"
2,4 km
","
1 giường đôi lớn

",50 m²,"
VND 1.359.634
"
960,hotel,"
30 - 34 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 196 đánh giá,"
2,4 km
","
2 giường đơn

",45 m²,"
VND 1.699.542
"
961,hotel,"
30 - 34 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 196 đánh giá,"
2,4 km
","
1 giường đôi lớn

",50 m²,"
VND 1.223.670
"
962,hotel,"
10 Kim Mã Thượng Hi.Home Residence, Số 8, Ngõ 10, Kim Mã Thượng., Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 90 đánh giá,"
4,1 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 650.000
"
963,hotel,"
10 Kim Mã Thượng Hi.Home Residence, Số 8, Ngõ 10, Kim Mã Thượng., Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 90 đánh giá,"
4,1 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 2.000.000
"
964,hotel,"
No 11, alley 379, Doi Can Street, Ba Dinh District, Quận Ba Đình, Hà Nội, Việt Nam
","6,2", · 9 đánh giá,"
4,1 km
","
1 giường đôi

",20 m²,"
VND 370.000
"
965,hotel,"
No 11, alley 379, Doi Can Street, Ba Dinh District, Quận Ba Đình, Hà Nội, Việt Nam
","6,2", · 9 đánh giá,"
4,1 km
","
1 giường đôi lớn

",30 m²,"
VND 300.086
"
967,hotel,"
Điền xá quang tiến sóc sơn, Hà Nội, Việt Nam
","9,0", · 28 đánh giá,0,"
1 giường đôi

",20 m²,"
VND 750.000
"
968,hotel,"
Điền xá quang tiến sóc sơn, Hà Nội, Việt Nam
","9,0", · 28 đánh giá,0,"
1 giường đôi lớn

",24 m²,"
VND 800.000
"
969,hotel,"
Điền xá quang tiến sóc sơn, Hà Nội, Việt Nam
","9,0", · 28 đánh giá,0,"
1 giường đơn

",36 m²,"
VND 990.000
"
970,hotel,"
18 Hàng Đường, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 184 đánh giá,0,"
1 giường đôi cực lớn

",25 m²,"
                        

    VND 666.894


					"
971,hotel,"
18 Hàng Đường, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,1", · 184 đánh giá,0,"
1 giường đôi cực lớn

",0,"
VND 920.000
"
972,hotel,"
93 Doi Can , Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 46 đánh giá,"
2,5 km
","
2 giường đơn

",30 m²,"
VND 615.000
"
973,hotel,"
93 Doi Can , Quận Ba Đình, Hà Nội, Việt Nam
","9,1", · 46 đánh giá,"
2,5 km
","
12 giường đôi cực lớn

",35 m²,"
VND 1.845.000
"
974,hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",45 m²,"
VND 2.072.000
"
975,hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường đôi cực lớn

",48 m²,"
VND 2.632.000
"
976,hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường sofa

",50 m²,"
VND 2.872.000
"
977,hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",46 m²,"
VND 3.432.000
"
978,hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường đôi cực lớn

",46 m²,"
VND 2.352.000
"
979,hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",78 m²,"
VND 2.392.000
"
980,hotel,"
B7 Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,,90 m²,"
VND 2.952.000
"
981,hotel,"
42-44 Gia Ngu Street, Hang Bac Ward, Hoan Kiem Ward, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 323 đánh giá,"
2,6 km
","
1 giường đôi lớn

",22 m²,"
VND 1.285.000
"
982,hotel,"
42-44 Gia Ngu Street, Hang Bac Ward, Hoan Kiem Ward, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 323 đánh giá,"
2,6 km
","
1 giường đôi lớn

",22 m²,"
VND 1.485.000
"
983,hotel,"
42-44 Gia Ngu Street, Hang Bac Ward, Hoan Kiem Ward, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 323 đánh giá,"
2,6 km
","
1 giường đôi lớn

",25 m²,"
VND 1.575.000
"
984,hotel,"
42-44 Gia Ngu Street, Hang Bac Ward, Hoan Kiem Ward, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 323 đánh giá,"
2,6 km
","
1 giường đôi lớn

",30 m²,"
VND 2.062.500
"
985,hotel,"
42-44 Gia Ngu Street, Hang Bac Ward, Hoan Kiem Ward, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 323 đánh giá,"
2,6 km
","
2 giường đơn

",30 m²,"
VND 2.062.500
"
986,hotel,"
42-44 Gia Ngu Street, Hang Bac Ward, Hoan Kiem Ward, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 323 đánh giá,"
2,6 km
","
1 giường đôi lớn

",35 m²,"
VND 2.362.500
"
987,hotel,"
42-44 Gia Ngu Street, Hang Bac Ward, Hoan Kiem Ward, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 323 đánh giá,"
2,6 km
","
1 giường đôi lớn

",60 m²,"
VND 2.585.000
"
988,hotel,"
58 Hang Dao , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 235 đánh giá,"
5 km
","
1 giường đôi lớn

",20 m²,"
VND 1.251.126
"
989,hotel,"
58 Hang Dao , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 235 đánh giá,"
5 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.798.494
"
990,hotel,"
58 Hang Dao , Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 235 đánh giá,"
5 km
","
1 giường đôi lớn

",25 m²,"
VND 1.668.168
"
991,hotel,"
13 Nha Chung street, Hoan Kiem district, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,5", · 166 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",19 m²,"
                        

    VND 1.390.184


					"
992,hotel,"
13 Nha Chung street, Hoan Kiem district, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,5", · 166 đánh giá,"
2,8 km
","
2 giường đơn

",20 m²,"
VND 2.576.505
"
993,hotel,"
13 Nha Chung street, Hoan Kiem district, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,5", · 166 đánh giá,"
2,8 km
","
1 giường đôi lớn

",28 m²,"
VND 2.602.530
"
994,hotel,"
13 Nha Chung street, Hoan Kiem district, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,5", · 166 đánh giá,"
2,8 km
","
2 giường đơn

",32 m²,"
VND 2.361.980
"
995,hotel,"
13 Nha Chung street, Hoan Kiem district, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,5", · 166 đánh giá,"
2,8 km
","
1 giường đôi

",45 m²,"
VND 2.910.496
"
